Striker,Season,Venue,Batting Team,total_runs,balls_faced,strike_rate,Bowler,Bowling Team,total_wickets,total_runs_conceded,balls_bowled,economy_rate
0,16,"Wankhede Stadium, Mumbai",0,0,0,0,MR Marsh,Rising Pune Supergiant,2,21,25,5.04
MR Marsh,21,Dubai International Cricket Stadium,Sunrisers Hyderabad,0,1,0,MR Marsh,Sunrisers Hyderabad,0,6,4,9
MR Marsh,22,"Brabourne Stadium, Mumbai",Delhi Capitals,10,7,142.8571429,MR Marsh,Delhi Capitals,1,36,25,8.64
MR Marsh,22,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,177,133,133.0827068,MR Marsh,Delhi Capitals,3,59,39,9.076923077
MR Marsh,22,"Wankhede Stadium, Mumbai",Delhi Capitals,64,52,123.0769231,MR Marsh,Delhi Capitals,0,7,12,3.5
MR Marsh,23,"Arun Jaitley Stadium, Delhi",Delhi Capitals,98,73,134.2465753,MR Marsh,Delhi Capitals,7,118,86,8.23255814
MR Marsh,23,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,0,1,0,0,0,0,0,0,0
MR Marsh,23,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,0,4,0,MR Marsh,Delhi Capitals,2,18,12,9
MR Marsh,23,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,5,4,125,MR Marsh,Delhi Capitals,3,18,21,5.142857143
MR Marsh,23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,25,15,166.6666667,MR Marsh,Delhi Capitals,0,16,13,7.384615385
MR Marsh,24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,18,15,120,MR Marsh,Delhi Capitals,1,51,29,10.55172414
